method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean
SOBOL,CMA,Problem20,954.7976,0.5610846,1.926949,2.787415,0.3670946,-1.664013689
SOBOL,CMA,Problem20,954.7976,0.9765883,1.926949,1.134815,0.3670946,-1.811171008
SOBOL,CMA,Problem20,956.7404,0.7711177,1.85965,0.241128,0.3052498,-1.85854682
SOBOL,CMA,Problem20,956.7404,0.9432599,1.482844,0.241128,0.3052498,-2.034473538
SOBOL,CMA,Problem20,956.7404,0.9432599,1.85965,0.241128,0.2189879,-1.687846207
SOBOL,CMA,Problem20,956.7404,0.9432599,1.85965,0.241128,0.3052498,-1.882973831
SOBOL,CMA,Problem20,956.7404,0.9432599,1.85965,2.649294,0.3052498,-2.01539325
SOBOL,CMA,Problem20,962.8286,0.2267989,0.1571196,1.34382,0.02176038,-1.635225188
SOBOL,CMA,Problem20,962.8286,0.838403,0.1571196,1.34382,0.02176038,-1.4949686
SOBOL,CMA,Problem20,962.8286,0.838403,0.1571196,1.34382,0.6234604,-2.053791896
SOBOL,CMA,Problem20,962.8286,0.838403,0.1571196,2.004068,0.02176038,-1.867762026
SOBOL,CMA,Problem20,962.8286,0.838403,1.214065,1.34382,0.02176038,-2.317630763
SOBOL,CMA,Problem20,967.9905,0.4203812,1.807521,2.85826,0.4394948,-1.700239825
SOBOL,CMA,Problem20,967.9905,0.459183,1.238203,2.85826,0.4394948,-2.059728703
SOBOL,CMA,Problem20,967.9905,0.459183,1.807521,2.85826,0.4394948,-1.744566443
SOBOL,CMA,Problem20,967.9905,0.459183,1.807521,2.85826,0.7468077,-1.791206352
SOBOL,CMA,Problem20,967.9905,0.459183,1.807521,3.754159,0.4394948,-1.759898721
SOBOL,CMA,Problem20,97.3982,0.306328,0.132407,2.95791,0.152754,-1.509689391
SOBOL,CMA,Problem20,97.3982,0.306328,0.132407,2.95791,0.515215,-2.13880955
SOBOL,CMA,Problem20,97.3982,0.306328,0.132407,3.44464,0.515215,-1.959850273
SOBOL,CMA,Problem20,97.3982,0.306328,1.38233,2.95791,0.515215,-1.500603768
SOBOL,CMA,Problem20,97.3982,0.758418,0.132407,2.95791,0.515215,-1.933947776
SOBOL,CMA,Problem20,970.5394,0.4607775,0.2647638,0.8742635,0.9033664,-2.182000112
SOBOL,CMA,Problem20,970.5394,0.9923255,1.654307,2.215245,0.03661912,-1.91369862
SOBOL,CMA,Problem20,979.0032,0.108075,0.50651,1.55761,0.9543944,-2.42226154
SOBOL,CMA,Problem20,979.0032,0.8816473,0.1859029,0.8981021,0.5980645,-1.804932271
SOBOL,CMA,Problem20,982.7873,0.2394205,1.659436,1.661017,0.5389572,-1.945783435
SOBOL,CMA,Problem20,982.7873,0.5879414,1.533354,2.369618,0.04619915,-2.050985119
SOBOL,CMA,Problem20,985.7806,0.5372662,0.2457877,3.787829,0.9805209,-2.243348792
SOBOL,CMA,Problem20,985.7806,0.7525587,1.052681,3.190348,0.6096756,-2.252922625
SOBOL,CMA,Problem20,992.8573,0.5281818,1.991492,2.816852,0.4340902,-1.855014472
SOBOL,CMA,Problem20,992.8573,0.7086939,1.769238,2.816852,0.4340902,-1.888640623
SOBOL,CMA,Problem20,992.8573,0.7086939,1.991492,2.816852,0.1359808,-1.863910237
SOBOL,CMA,Problem20,992.8573,0.7086939,1.991492,2.816852,0.4340902,-1.798273075
SOBOL,CMA,Problem20,992.8573,0.7086939,1.991492,3.51663,0.4340902,-1.689391753
SOBOL,CMA,Problem20,995.2282,0.3207307,0.7871541,3.071015,0.3643292,-2.32251628
SOBOL,CMA,Problem20,995.2282,0.3207307,1.133261,0.07841701,0.3643292,-2.178922042
SOBOL,CMA,Problem20,995.2282,0.3207307,1.133261,3.071015,0.3643292,-2.309661641
SOBOL,CMA,Problem20,995.2282,0.3207307,1.133261,3.071015,0.5824735,-2.246588614
SOBOL,CMA,Problem20,995.2282,0.7372871,1.133261,3.071015,0.3643292,-2.329461573
SOBOL,CMA,Problem21,102.2108,0.2774447,0.6998366,3.956992,0.7579046,-0.158648933
SOBOL,CMA,Problem21,102.2108,0.8952541,1.588155,1.616455,0.04489436,-0.181544669
SOBOL,CMA,Problem21,106.3375,0.374523,1.570611,3.709494,0.42232,-0.172885947
SOBOL,CMA,Problem21,106.3375,0.476686,1.743208,3.540586,0.4955418,-0.204808843
SOBOL,CMA,Problem21,112.7625,0.3191728,0.5867127,3.627293,0.6528306,-0.160929952
SOBOL,CMA,Problem21,112.7625,0.3191728,0.5995665,1.691931,0.6528306,-0.156263037
SOBOL,CMA,Problem21,112.7625,0.3191728,0.5995665,3.627293,0.5455091,-0.138547894
SOBOL,CMA,Problem21,112.7625,0.3191728,0.5995665,3.627293,0.6528306,-0.153477562
SOBOL,CMA,Problem21,112.7625,0.9198165,0.5995665,3.627293,0.6528306,-0.133603655
SOBOL,CMA,Problem21,114.1386,0.3280644,0.4025634,3.571063,0.6993727,-0.156260005
SOBOL,CMA,Problem21,114.1386,0.4337206,0.4025634,2.476229,0.6993727,-0.152029791
SOBOL,CMA,Problem21,114.1386,0.4337206,0.4025634,3.571063,0.5862049,-0.150719567
SOBOL,CMA,Problem21,114.1386,0.4337206,0.4025634,3.571063,0.6993727,-0.155462546
SOBOL,CMA,Problem21,114.1386,0.4337206,1.686915,3.571063,0.6993727,-0.160838144
SOBOL,CMA,Problem21,119.2643,0.1661113,1.045587,3.035894,0.9977116,-0.141341841
SOBOL,CMA,Problem21,119.2643,0.1943507,1.045587,3.035894,0.2280484,-0.158698371
SOBOL,CMA,Problem21,119.2643,0.1943507,1.045587,3.035894,0.9977116,-0.155921442
SOBOL,CMA,Problem21,119.2643,0.1943507,1.045587,3.600299,0.9977116,-0.156111707
SOBOL,CMA,Problem21,119.2643,0.1943507,1.472889,3.035894,0.9977116,-0.159220063
SOBOL,CMA,Problem21,127.49,0.2029709,1.097208,2.925113,0.7855908,-0.201204926
SOBOL,CMA,Problem21,127.49,0.3364996,1.971131,0.9079218,0.8937139,-0.19522932
SOBOL,CMA,Problem21,13.5814,0.497418,0.783523,0.307161,0.649121,-0.25476076
SOBOL,CMA,Problem21,13.5814,0.601783,1.56025,1.95486,0.339708,-0.167351496
SOBOL,CMA,Problem21,133.293,0.2861738,1.831714,1.907467,0.3780308,-0.17309408
SOBOL,CMA,Problem21,133.293,0.7935778,0.2828579,1.338056,0.3186893,-0.139231713
SOBOL,CMA,Problem21,136.6461,0.3532602,1.183279,0.4691376,0.9181676,-0.149409467
SOBOL,CMA,Problem21,136.6461,0.8777412,1.012649,0.3776788,0.08585129,-0.168548082
SOBOL,CMA,Problem21,143.2607,0.5517868,1.710706,1.824362,0.003279052,-0.174310611
SOBOL,CMA,Problem21,143.2607,0.9270153,1.544555,3.212108,0.1317977,-0.158049375
SOBOL,CMA,Problem21,146.2683,0.493567,0.6072753,3.164702,0.858417,-0.151168927
SOBOL,CMA,Problem21,146.2683,0.7394409,1.124315,3.240956,0.465553,-0.15076873
SOBOL,CMA,Problem21,150.6674,0.2632554,1.773151,3.010665,0.146782,-0.138303578
SOBOL,CMA,Problem21,150.6674,0.3596408,0.7298785,2.422259,0.4897401,-0.173818215
SOBOL,CMA,Problem21,157.9201,0.7006202,0.1530553,3.125645,0.973912,-0.164456392
SOBOL,CMA,Problem21,157.9201,0.7006202,1.07958,3.125645,0.1148916,-0.152942505
SOBOL,CMA,Problem21,157.9201,0.7006202,1.07958,3.125645,0.973912,-0.173408321
SOBOL,CMA,Problem21,157.9201,0.7006202,1.07958,3.868734,0.973912,-0.161944681
SOBOL,CMA,Problem21,157.9201,0.7848505,1.07958,3.125645,0.973912,-0.167314609
SOBOL,CMA,Problem21,16.3837,0.551787,1.54456,3.21211,0.131798,-0.233023693
SOBOL,CMA,Problem21,16.3837,0.927015,1.54456,1.82436,0.131798,-0.168849701
SOBOL,CMA,Problem21,16.3837,0.927015,1.54456,3.21211,0.00327905,-0.259443491
SOBOL,CMA,Problem21,16.3837,0.927015,1.54456,3.21211,0.131798,-0.17941118
SOBOL,CMA,Problem21,16.3837,0.927015,1.71071,3.21211,0.131798,-0.180453443
SOBOL,CMA,Problem21,160.8015,0.1187655,0.5618745,2.08575,0.1849528,-0.16862687
SOBOL,CMA,Problem21,160.8015,0.4457066,1.420561,0.4199328,0.680371,-0.177604585
SOBOL,CMA,Problem21,163.8991,0.3465348,0.4522427,1.010862,0.3010413,-0.172739509
SOBOL,CMA,Problem21,163.8991,0.3465348,0.4522427,1.010862,0.8388567,-0.13475522
SOBOL,CMA,Problem21,163.8991,0.3465348,0.4522427,1.411078,0.3010413,-0.156230886
SOBOL,CMA,Problem21,163.8991,0.3465348,1.950878,1.010862,0.3010413,-0.160898707
SOBOL,CMA,Problem21,163.8991,0.6586344,0.4522427,1.010862,0.3010413,-0.142132753
SOBOL,CMA,Problem21,169.378,0.5032174,1.630171,3.412142,0.717463,-0.178614444
SOBOL,CMA,Problem21,169.378,0.8995306,0.6833634,3.412142,0.717463,-0.183398213
SOBOL,CMA,Problem21,169.378,0.8995306,1.630171,2.550107,0.717463,-0.135729277
SOBOL,CMA,Problem21,169.378,0.8995306,1.630171,3.412142,0.55895,-0.162998075
SOBOL,CMA,Problem21,169.378,0.8995306,1.630171,3.412142,0.717463,-0.135535617
SOBOL,CMA,Problem21,173.5822,0.6263922,1.321253,1.497648,0.3835643,-0.182023551
SOBOL,CMA,Problem21,173.5822,0.9139736,1.572739,3.919367,0.5113351,-0.152035468
SOBOL,CMA,Problem21,182.0952,0.1283379,1.84189,3.68556,0.4019327,-0.175777095
SOBOL,CMA,Problem21,182.0952,0.1283379,1.867136,1.52965,0.4019327,-0.158660301
SOBOL,CMA,Problem21,182.0952,0.1283379,1.867136,3.68556,0.4019327,-0.1925353
SOBOL,CMA,Problem21,182.0952,0.1283379,1.867136,3.68556,0.9262861,-0.293562136
SOBOL,CMA,Problem21,182.0952,0.5780406,1.867136,3.68556,0.4019327,-0.14763234
SOBOL,CMA,Problem21,184.7363,0.2632554,0.7298785,2.422259,0.4897401,-0.177278298
SOBOL,CMA,Problem21,184.7363,0.3596408,0.7298785,2.422259,0.146782,-0.190196559
SOBOL,CMA,Problem21,184.7363,0.3596408,0.7298785,2.422259,0.4897401,-0.142453199
SOBOL,CMA,Problem21,184.7363,0.3596408,0.7298785,3.010665,0.4897401,-0.159403412
SOBOL,CMA,Problem21,184.7363,0.3596408,1.773151,2.422259,0.4897401,-0.161265758
SOBOL,CMA,Problem21,192.042,0.2267989,1.214065,2.004068,0.6234604,-0.159427297
SOBOL,CMA,Problem21,192.042,0.838403,0.1571196,1.34382,0.02176038,-0.132009731
SOBOL,CMA,Problem21,197.6565,0.6874587,1.418608,3.110016,0.6155336,-0.146907338
SOBOL,CMA,Problem21,197.6565,0.6874587,1.978254,0.2744622,0.6155336,-0.234057501
SOBOL,CMA,Problem21,197.6565,0.6874587,1.978254,3.110016,0.02759668,-0.189044618
SOBOL,CMA,Problem21,197.6565,0.6874587,1.978254,3.110016,0.6155336,-0.169264766
SOBOL,CMA,Problem21,197.6565,0.8057915,1.978254,3.110016,0.6155336,-0.186324925
SOBOL,CMA,Problem21,201.9166,0.3280644,1.686915,2.476229,0.5862049,-0.156684216
SOBOL,CMA,Problem21,201.9166,0.4337206,0.4025634,3.571063,0.6993727,-0.14657053
SOBOL,CMA,Problem21,204.7764,0.2982565,0.7724351,2.062757,0.8543631,-0.142139671
SOBOL,CMA,Problem21,204.7764,0.5109148,0.5344601,2.062757,0.8543631,-0.144032859
SOBOL,CMA,Problem21,204.7764,0.5109148,0.7724351,2.062757,0.8040744,-0.1347631
SOBOL,CMA,Problem21,204.7764,0.5109148,0.7724351,2.062757,0.8543631,-0.133710924
SOBOL,CMA,Problem21,204.7764,0.5109148,0.7724351,2.334005,0.8543631,-0.181318085
SOBOL,CMA,Problem21,21.4568,0.176645,0.233291,2.11741,0.936287,-0.173603803
SOBOL,CMA,Problem21,21.4568,0.176645,0.54135,1.58111,0.936287,-0.209180326
SOBOL,CMA,Problem21,21.4568,0.176645,0.54135,2.11741,0.872682,-0.211215854
SOBOL,CMA,Problem21,21.4568,0.176645,0.54135,2.11741,0.936287,-0.139110195
SOBOL,CMA,Problem21,21.4568,0.817134,0.54135,2.11741,0.936287,-0.202535882
SOBOL,CMA,Problem21,212.6907,0.4299262,0.5807634,3.851011,0.2085085,-0.174839328
SOBOL,CMA,Problem21,212.6907,0.6408129,0.212421,2.561691,0.9649417,-0.15117301
SOBOL,CMA,Problem21,216.7409,0.5281818,1.769238,3.51663,0.1359808,-0.170405289
SOBOL,CMA,Problem21,216.7409,0.7086939,1.991492,2.816852,0.4340902,-0.210639393
SOBOL,CMA,Problem21,221.3019,0.2813641,1.595812,3.381222,0.1882619,-0.19115803
SOBOL,CMA,Problem21,221.3019,0.9804515,1.256507,3.381222,0.1882619,-0.200591718
SOBOL,CMA,Problem21,221.3019,0.9804515,1.595812,2.620604,0.1882619,-0.136732364
SOBOL,CMA,Problem21,221.3019,0.9804515,1.595812,3.381222,0.1882619,-0.158711816
SOBOL,CMA,Problem21,221.3019,0.9804515,1.595812,3.381222,0.6631319,-0.181020624
SOBOL,CMA,Problem21,223.9703,0.2199486,0.9481265,3.148308,0.07718388,-0.194436685
SOBOL,CMA,Problem21,223.9703,0.2199486,1.200099,0.5237644,0.07718388,-0.171420472
SOBOL,CMA,Problem21,223.9703,0.2199486,1.200099,3.148308,0.07718388,-0.172231984
SOBOL,CMA,Problem21,223.9703,0.2199486,1.200099,3.148308,0.6794292,-0.143199062
SOBOL,CMA,Problem21,223.9703,0.3139476,1.200099,3.148308,0.07718388,-0.178813363
SOBOL,CMA,Problem21,231.2474,0.5705532,0.5153239,3.354389,0.7970023,-0.158027423
SOBOL,CMA,Problem21,231.2474,0.5705532,1.311371,0.5104151,0.7970023,-0.197042824
SOBOL,CMA,Problem21,231.2474,0.5705532,1.311371,3.354389,0.2211837,-0.186696301
SOBOL,CMA,Problem21,231.2474,0.5705532,1.311371,3.354389,0.7970023,-0.186816835
SOBOL,CMA,Problem21,231.2474,0.8584346,1.311371,3.354389,0.7970023,-0.159732581
SOBOL,CMA,Problem21,233.4242,0.2131023,0.1179493,1.853363,0.9118586,-0.154239303
SOBOL,CMA,Problem21,233.4242,0.7655666,0.1179493,0.4238751,0.9118586,-0.166202133
SOBOL,CMA,Problem21,233.4242,0.7655666,0.1179493,1.853363,0.4479749,-0.171598586
SOBOL,CMA,Problem21,233.4242,0.7655666,0.1179493,1.853363,0.9118586,-0.146839715
SOBOL,CMA,Problem21,233.4242,0.7655666,1.818921,1.853363,0.9118586,-0.212103226
SOBOL,CMA,Problem21,241.3758,0.108075,0.1859029,1.55761,0.9543944,-0.162586925
SOBOL,CMA,Problem21,241.3758,0.108075,0.50651,0.8981021,0.9543944,-0.1759387
SOBOL,CMA,Problem21,241.3758,0.108075,0.50651,1.55761,0.5980645,-0.142137715
SOBOL,CMA,Problem21,241.3758,0.108075,0.50651,1.55761,0.9543944,-0.151955937
SOBOL,CMA,Problem21,241.3758,0.8816473,0.50651,1.55761,0.9543944,-0.170909552
SOBOL,CMA,Problem21,245.5792,0.4897595,1.07047,0.3363515,0.8752952,-0.211853049
SOBOL,CMA,Problem21,245.5792,0.8457538,0.5240546,3.591301,0.4132168,-0.173014052
SOBOL,CMA,Problem21,25.3248,0.144326,0.666441,3.36583,0.986573,-0.160659351
SOBOL,CMA,Problem21,25.3248,0.870036,1.67044,0.961967,0.869049,-0.16748234
SOBOL,CMA,Problem21,251.8038,0.4607775,0.2647638,0.8742635,0.03661912,-0.1645909
SOBOL,CMA,Problem21,251.8038,0.4607775,0.2647638,0.8742635,0.9033664,-0.130732193
SOBOL,CMA,Problem21,251.8038,0.4607775,0.2647638,2.215245,0.9033664,-0.137365668
SOBOL,CMA,Problem21,251.8038,0.4607775,1.654307,0.8742635,0.9033664,-0.16764809
SOBOL,CMA,Problem21,251.8038,0.9923255,0.2647638,0.8742635,0.9033664,-0.203773721
SOBOL,CMA,Problem21,252.8531,0.4708224,1.036383,1.106949,0.6551521,-0.149728
SOBOL,CMA,Problem21,252.8531,0.5639306,0.224619,1.106949,0.6551521,-0.190025027
SOBOL,CMA,Problem21,252.8531,0.5639306,1.036383,1.106949,0.3142809,-0.191379299
SOBOL,CMA,Problem21,252.8531,0.5639306,1.036383,1.106949,0.6551521,-0.151844889
SOBOL,CMA,Problem21,252.8531,0.5639306,1.036383,2.393515,0.6551521,-0.193476519
SOBOL,CMA,Problem21,260.2907,0.3734658,1.156797,2.733483,0.9916443,-0.131208383
SOBOL,CMA,Problem21,260.2907,0.7166674,1.355244,0.1380073,0.3235379,-0.171197
SOBOL,CMA,Problem21,266.0663,0.6937006,1.601233,0.9345553,0.2411192,-0.135207167
SOBOL,CMA,Problem21,266.0663,0.7798731,1.601233,0.9345553,0.2411192,-0.224693785
SOBOL,CMA,Problem21,266.0663,0.7798731,1.601233,0.9345553,0.5699418,-0.142707143
SOBOL,CMA,Problem21,266.0663,0.7798731,1.601233,1.220437,0.2411192,-0.176376012
SOBOL,CMA,Problem21,266.0663,0.7798731,1.679747,0.9345553,0.2411192,-0.1503136
SOBOL,CMA,Problem21,270.5901,0.2982565,0.5344601,2.334005,0.8040744,-0.161133916
SOBOL,CMA,Problem21,270.5901,0.5109148,0.7724351,2.062757,0.8543631,-0.163241948
SOBOL,CMA,Problem21,276.3278,0.1461686,0.3316819,0.7996195,0.8101729,-0.151759048
SOBOL,CMA,Problem21,276.3278,0.1461686,1.269672,0.7996195,0.8101729,-0.140685898
SOBOL,CMA,Problem21,276.3278,0.1461686,1.269672,0.7996195,0.9498901,-0.148951868
SOBOL,CMA,Problem21,276.3278,0.1461686,1.269672,1.058295,0.8101729,-0.22215873
SOBOL,CMA,Problem21,276.3278,0.6389835,1.269672,0.7996195,0.8101729,-0.200553407
SOBOL,CMA,Problem21,278.6109,0.1187655,0.5618745,0.4199328,0.1849528,-0.157926902
SOBOL,CMA,Problem21,278.6109,0.1187655,0.5618745,2.08575,0.1849528,-0.136944926
SOBOL,CMA,Problem21,278.6109,0.1187655,0.5618745,2.08575,0.680371,-0.149758436
SOBOL,CMA,Problem21,278.6109,0.1187655,1.420561,2.08575,0.1849528,-0.156578819
SOBOL,CMA,Problem21,278.6109,0.4457066,0.5618745,2.08575,0.1849528,-0.161570379
SOBOL,CMA,Problem21,285.6611,0.7663354,0.6168146,0.4524873,0.3729472,-0.139484879
SOBOL,CMA,Problem21,285.6611,0.9481863,0.6168146,0.4524873,0.3729472,-0.164782653
SOBOL,CMA,Problem21,285.6611,0.9481863,0.6168146,0.4524873,0.705471,-0.24060979
SOBOL,CMA,Problem21,285.6611,0.9481863,0.6168146,1.434887,0.3729472,-0.184831957
SOBOL,CMA,Problem21,285.6611,0.9481863,0.8935326,0.4524873,0.3729472,-0.177527187
SOBOL,CMA,Problem21,289.4095,0.4666358,1.063419,2.137308,0.1990447,-0.1972332
SOBOL,CMA,Problem21,289.4095,0.7794783,0.9362349,1.034291,0.4802977,-0.14095413
SOBOL,CMA,Problem21,294.719,0.3693372,0.2777793,3.428184,0.2307189,-0.162716552
SOBOL,CMA,Problem21,294.719,0.955398,1.643528,0.2079858,0.01488995,-0.18191145
SOBOL,CMA,Problem21,298.0234,0.3070124,1.209976,2.660054,0.6862861,-0.175508672
SOBOL,CMA,Problem21,298.0234,0.6169173,0.2030821,2.660054,0.6862861,-0.182036863
SOBOL,CMA,Problem21,298.0234,0.6169173,1.209976,2.599925,0.6862861,-0.143892154
SOBOL,CMA,Problem21,298.0234,0.6169173,1.209976,2.660054,0.2636124,-0.210743006
SOBOL,CMA,Problem21,298.0234,0.6169173,1.209976,2.660054,0.6862861,-0.171675224
SOBOL,CMA,Problem21,302.6597,0.3914773,0.1052797,1.933193,0.8160174,-0.215951114
SOBOL,CMA,Problem21,302.6597,0.3914773,0.1052797,1.933193,0.9057646,-0.176756674
SOBOL,CMA,Problem21,302.6597,0.3914773,0.1052797,3.098977,0.8160174,-0.167442505
SOBOL,CMA,Problem21,302.6597,0.3914773,0.9752225,1.933193,0.8160174,-0.174123915
SOBOL,CMA,Problem21,302.6597,0.5232084,0.1052797,1.933193,0.8160174,-0.263927763
SOBOL,CMA,Problem21,310.5061,0.2029709,1.097208,0.9079218,0.7855908,-0.230200761
SOBOL,CMA,Problem21,310.5061,0.2029709,1.097208,2.925113,0.7855908,-0.177301514
SOBOL,CMA,Problem21,310.5061,0.2029709,1.097208,2.925113,0.8937139,-0.154943314
SOBOL,CMA,Problem21,310.5061,0.2029709,1.971131,2.925113,0.7855908,-0.177362691
SOBOL,CMA,Problem21,310.5061,0.3364996,1.097208,2.925113,0.7855908,-0.228354399
SOBOL,CMA,Problem21,314.2465,0.2813641,1.256507,2.620604,0.6631319,-0.163728029
SOBOL,CMA,Problem21,314.2465,0.9804515,1.595812,3.381222,0.1882619,-0.198979153
SOBOL,CMA,Problem21,32.8701,0.196129,0.42939,1.08443,0.167255,-0.205732628
SOBOL,CMA,Problem21,32.8701,0.954934,0.42939,1.08443,0.167255,-0.138789606
SOBOL,CMA,Problem21,32.8701,0.954934,0.42939,1.08443,0.712914,-0.175648145
SOBOL,CMA,Problem21,32.8701,0.954934,0.42939,3.8324,0.167255,-0.15981173
SOBOL,CMA,Problem21,32.8701,0.954934,1.16689,1.08443,0.167255,-0.196521906
SOBOL,CMA,Problem21,320.7312,0.3808564,1.138874,3.522454,0.2371649,-0.165798759
SOBOL,CMA,Problem21,320.7312,0.5191281,1.138874,0.4844501,0.2371649,-0.182428275
SOBOL,CMA,Problem21,320.7312,0.5191281,1.138874,3.522454,0.2371649,-0.152508954
SOBOL,CMA,Problem21,320.7312,0.5191281,1.138874,3.522454,0.4054765,-0.141593348
SOBOL,CMA,Problem21,320.7312,0.5191281,1.755549,3.522454,0.2371649,-0.171793732
SOBOL,CMA,Problem21,323.5339,0.5610846,1.926949,1.134815,0.3670946,-0.192447194
SOBOL,CMA,Problem21,323.5339,0.9765883,1.877387,2.787415,0.1290711,-0.149500304
SOBOL,CMA,Problem21,328.5013,0.1461686,1.269672,0.7996195,0.8101729,-0.188037065
SOBOL,CMA,Problem21,328.5013,0.6389835,0.3316819,1.058295,0.9498901,-0.153015893
SOBOL,CMA,Problem21,334.6809,0.7711177,1.482844,2.649294,0.2189879,-0.205849566
SOBOL,CMA,Problem21,334.6809,0.9432599,1.85965,0.241128,0.3052498,-0.202792672
SOBOL,CMA,Problem21,340.8027,0.5973859,0.3433241,1.628855,0.8436551,-0.176270497
SOBOL,CMA,Problem21,340.8027,0.9384701,1.0247,2.277104,0.4786614,-0.130040823
SOBOL,CMA,Problem21,342.1068,0.2950303,1.369944,2.871304,0.4292569,-0.157977502
SOBOL,CMA,Problem21,342.1068,0.4023044,1.435252,2.760949,0.6275409,-0.168932386
SOBOL,CMA,Problem21,349.542,0.5156476,0.1785854,0.04767526,0.416992,-0.147258018
SOBOL,CMA,Problem21,349.542,0.5156476,0.1785854,0.04767526,0.6344019,-0.153775598
SOBOL,CMA,Problem21,349.542,0.5156476,0.1785854,0.807865,0.6344019,-0.16705006
SOBOL,CMA,Problem21,349.542,0.5156476,1.919376,0.04767526,0.6344019,-0.184833614
SOBOL,CMA,Problem21,349.542,0.9086738,0.1785854,0.04767526,0.6344019,-0.14401089
SOBOL,CMA,Problem21,353.018,0.183472,1.821929,1.202582,0.2464895,-0.171909984
SOBOL,CMA,Problem21,353.018,0.6959702,0.3172176,1.518078,0.2565098,-0.19038066
SOBOL,CMA,Problem21,361.1883,0.5372662,0.2457877,3.190348,0.9805209,-0.147897351
SOBOL,CMA,Problem21,361.1883,0.5372662,0.2457877,3.787829,0.6096756,-0.175724361
SOBOL,CMA,Problem21,361.1883,0.5372662,0.2457877,3.787829,0.9805209,-0.190314623
SOBOL,CMA,Problem21,361.1883,0.5372662,1.052681,3.787829,0.9805209,-0.133448682
SOBOL,CMA,Problem21,361.1883,0.7525587,0.2457877,3.787829,0.9805209,-0.147420946
SOBOL,CMA,Problem21,361.5187,0.5943645,1.405398,1.254877,0.0530257,-0.187089826
SOBOL,CMA,Problem21,361.5187,0.5943645,1.405398,1.254877,0.7268819,-0.160365117
SOBOL,CMA,Problem21,361.5187,0.5943645,1.405398,1.382696,0.7268819,-0.208278119
SOBOL,CMA,Problem21,361.5187,0.5943645,1.729432,1.254877,0.7268819,-0.146535044
SOBOL,CMA,Problem21,361.5187,0.8850214,1.405398,1.254877,0.7268819,-0.198245877
SOBOL,CMA,Problem21,367.0909,0.3968368,0.6316843,0.3801557,0.1088956,-0.151478439
SOBOL,CMA,Problem21,367.0909,0.3968368,0.6316843,3.939827,0.1088956,-0.174350409
SOBOL,CMA,Problem21,367.0909,0.3968368,0.6316843,3.939827,0.7517646,-0.147518919
SOBOL,CMA,Problem21,367.0909,0.3968368,1.152388,3.939827,0.1088956,-0.165620551
SOBOL,CMA,Problem21,367.0909,0.9862196,0.6316843,3.939827,0.1088956,-0.177324171
SOBOL,CMA,Problem21,37.23,0.162372,1.72345,3.30136,0.471975,-0.175306377
SOBOL,CMA,Problem21,37.23,0.628197,1.72345,1.47825,0.471975,-0.194055852
SOBOL,CMA,Problem21,37.23,0.628197,1.72345,3.30136,0.471975,-0.208370461
SOBOL,CMA,Problem21,37.23,0.628197,1.72345,3.30136,0.741845,-0.190969926
SOBOL,CMA,Problem21,37.23,0.628197,1.95821,3.30136,0.471975,-0.224227776
SOBOL,CMA,Problem21,372.8055,0.2896884,1.441908,0.7094493,0.7605842,-0.126470539
SOBOL,CMA,Problem21,372.8055,0.8505244,1.901408,0.184114,0.3995408,-0.174060435
SOBOL,CMA,Problem21,377.5268,0.6874587,1.978254,3.110016,0.6155336,-0.168885385
SOBOL,CMA,Problem21,377.5268,0.8057915,1.418608,0.2744622,0.02759668,-0.159058608
SOBOL,CMA,Problem21,382.6024,0.9166577,0.8559236,2.740937,0.3481797,-0.155764624
SOBOL,CMA,Problem21,382.6024,0.9622031,0.3610924,2.740937,0.3481797,-0.186973521
SOBOL,CMA,Problem21,382.6024,0.9622031,0.8559236,2.050185,0.3481797,-0.213057311
SOBOL,CMA,Problem21,382.6024,0.9622031,0.8559236,2.740937,0.3302859,-0.17028402
SOBOL,CMA,Problem21,382.6024,0.9622031,0.8559236,2.740937,0.3481797,-0.168051287
SOBOL,CMA,Problem21,387.3054,0.168241,1.266547,2.491875,0.8995444,-0.146380744
SOBOL,CMA,Problem21,387.3054,0.168241,1.302192,0.08897809,0.8995444,-0.142035205
SOBOL,CMA,Problem21,387.3054,0.168241,1.302192,2.491875,0.8995444,-0.174542115
SOBOL,CMA,Problem21,387.3054,0.168241,1.302192,2.491875,0.9677873,-0.219190185
SOBOL,CMA,Problem21,387.3054,0.5493228,1.302192,2.491875,0.8995444,-0.156119071
SOBOL,CMA,Problem21,393.1815,0.1283379,1.867136,3.68556,0.4019327,-0.148850723
SOBOL,CMA,Problem21,393.1815,0.5780406,1.84189,1.52965,0.9262861,-0.129750608
SOBOL,CMA,Problem21,398.8358,0.4257606,1.751218,0.6356682,0.6005934,-0.184706754
SOBOL,CMA,Problem21,398.8358,0.7447657,0.1682908,0.6356682,0.6005934,-0.134248002
SOBOL,CMA,Problem21,398.8358,0.7447657,1.751218,0.5911802,0.6005934,-0.144948216
SOBOL,CMA,Problem21,398.8358,0.7447657,1.751218,0.6356682,0.6005934,-0.16988542
SOBOL,CMA,Problem21,398.8358,0.7447657,1.751218,0.6356682,0.6120411,-0.153342313
SOBOL,CMA,Problem21,402.4054,0.1349685,0.4193885,1.193021,0.08004111,-0.199594497
